Listing Title,Listing SEO Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbrevation,Listing Region,Listing Region Abbrevation,Listing State,Listing State Abbrevation,Listing City,Listing City Abbrevation,Listing Neighborhood,Listing Neighborhood Abbrevation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Short Description,Listing Long Description,Listing SEO Description,Listing Keywords,Listing Renewal Data,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template,Listing DB id,Custom ID,Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Email,Account Contact URL
Chucks Lounge,Chucks Lounge Addis,,https://chucks-lounge.hub.biz,7922 1st St,,United States,US,,,Louisiana,LA,Addis,,,,70710,,,(225) 685-0250,,,,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Murphy's Bar,Murphy's Bar Baton Rouge,,https://murphysonchimes.com/,268 W Chimes St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 395-1819,"A bar and grill near LSU's campus offering a place for students to socialize, with events and a store.","A bar and grill located near LSU's campus, a tribute to the original Murphy's bar. Offers a place for students to socialize, with events, and a store.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Ms G's Tavern,Ms G's Tavern Baton Rouge,msgstavern@gmail.com,https://www.msgstavern.com/,10070 Florida Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70815,,,(225) 272-4749,"Ms G's Tavern Baton Rouge, Louisiana WiFi Friendly. Shuffle board & Pool. Frequent cookouts/food. Friendly atmosphere. Daily Drink Specials.","Ms G's Tavern Baton Rouge, Louisiana WiFi Friendly. Shuffle board & Pool. Frequent cookouts/food. Friendly atmosphere. Daily Drink Specials. Â©2008-2011 Ms G's",,,12/31/2050,Active,Silver,Nightlife->Pool Halls,Nightlife->Bars->Sports Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Arts Council of Greater Baton Rouge,Arts Council of Greater Baton Rouge Baton Rouge,,,233 Saint Ferdinand St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 344-8558,,,,,12/31/2050,Active,Silver,Education->Art Classes,Arts & Entertainment->Jazz & Blues,,,,New Listing Template,,,,,,,,,,,,,,,,
Roadrunner Bar & Lounge,Roadrunner Bar & Lounge Port Allen,,,909 Court St,,United States,US,,,Louisiana,LA,Port Allen,,,,70767,,,(225) 383-3300,,,,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Chatterbox Lounge 2.0 Inc,Chatterbox Lounge 2.0 Inc Baton Rouge,jgeorge@chatterboxclubonline.com,https://chatterboxclubonline.com/,406 Louise St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 316-3026,"Chatterbox Club is located at 25 North Goodman Street, Rochester, NY 14607 and has contact information available on the website.","I am sorry, but I am unable to provide a detailed paragraph about the business because the information is not available. The website provides staff information.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Superior Grill Highland,Superior Grill Highland Baton Rouge,sgh@superiorgrill.com,https://highland.superiorgrill.com/,7333 Highland Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 999-7333,"Mexican Dining in Baton Rouge, Louisiana","Superior Grill at Highland Road, a Mexican restaurant located in Baton Rouge, Louisiana.",,,12/31/2050,Active,Silver,Restaurants->Tex-Mex,Restaurants->Mexican,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
French Market Bistro,French Market Bistro Baton Rouge,,https://www.frenchmarketbistro.com/,16645 Highland Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70810,,,(225) 753-3500,"Upscale restaurant in Baton Rouge, LA offering fine dining.","French Market Bistro is a fine dining restaurant located in Baton Rouge, LA. It offers lunch, midday menu, and dinner services. The restaurant is closed on Sundays.",,,12/31/2050,Active,Silver,Restaurants->French,Nightlife->Bars->Wine Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Ruby Slipper,Ruby Slipper Baton Rouge,,http://www.rubybrunch.com,3535 Perkins Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 460-4800,Ruby Slipper is a brunch restaurant offering Southern-inspired cuisine.,Ruby Slipper offers a unique brunch experience with creative dishes and a lively atmosphere. The restaurant is known for its Southern-inspired cuisine and is a popular spot for breakfast and lunch.,,,12/31/2050,Active,Silver,Restaurants->Breakfast & Brunch,Nightlife->Bars->Cocktail Bars,Restaurants->Sandwiches,,,New Listing Template,,,,,,,,,,,,,,,,
Frankie's Dawg House,Frankie's Dawg House Baton Rouge,frankiesdawghouse.br@gmail.com,https://www.frankiesdawghouse.com,2318 Cedardale Ave,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 389-6255,"Gourmet dawgs, boudin, and more!",Frankie's Dawg House is Baton Rouge's only Fresh Gourmet Hot Dog establishment. We serve a truly Gourmet Dog with some innovative culinary twists.,,,12/31/2050,Active,Silver,Restaurants->Hot Dogs,Nightlife->Bars->Beer Bar,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Bayou Bar,Bayou Bar Baton Rouge,,,9430 Jackie Cochran Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70807,,,(225) 355-0333,,,,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Chelsea's Live,Chelsea's Live Baton Rouge,"aaron@chelseaslive.com, jp@chelseaslive.com",https://www.chelseaslive.com/,1010 Nicholson Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,,Chelsea's Live is a venue offering live music and events in Baton Rouge.,,,,12/31/2050,Active,Silver,Arts & Entertainment->Music Venues,,,,,New Listing Template,,,,,,,,,,,,,,,,
French Connection,French Connection Baton Rouge,tfcbatonrouge@yahoo.com,https://www.225liveevents.com/venue/detail/The-French-Connection-Bar-Grill,12114 Old Hammond Hwy,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 272-6590,The French Connection Bar & Grill. French Connection. *12114 Old Hammond Hwy*. Baton Rouge. 225-272-6590. tfcbatonrouge@yahoo.com.,The French Connection Bar & Grill. French Connection. 12114 Old Hammond Hwy. Baton Rouge. 225-272-6590. tfcbatonrouge@yahoo.com. https://www.facebook.com/,,,12/31/2050,Active,Silver,Nightlife->Bars,Restaurants->American,,,,New Listing Template,,,,,,,,,,,,,,,,
Enchanted Gardens Venue,Enchanted Gardens Venue Baton Rouge,,,6308 Quinn Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70817,,,(225) 256-2322,,,,,12/31/2050,Active,Silver,Event Planning & Services->Venues & Event Spaces,Event Planning & Services->Wedding Planning,Nightlife->Bars->Beer Bar,,,New Listing Template,,,,,,,,,,,,,,,,
Happy Note Lounge,Happy Note Lounge Baton Rouge,,https://www.yelp.com/biz/happy-note-lounge-baton-rouge,3753 Perkins Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,,"The Note reopens in a new location. Same strong drinks, same jukebox, same lovably crap-tastic decor.","Happy Note Lounge is a cozy establishment in Baton Rouge, LA that offers a relaxing atmosphere for patrons to enjoy live music and drinks.",,,12/31/2050,Active,Silver,Nightlife->Bars->Lounges,,,,,New Listing Template,,,,,,,,,,,,,,,,
Soji Modern Asian,Soji Modern Asian Baton Rouge,eatsoji@gmail.com,https://www.eatsoji.com/,5050 Government St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 300-4448,Soji Modern Asian offers a culinary tour of Asia with traditional dishes in a modern atmosphere.,"Soji strives to provide a culinary tour of the entire continent of Asia by creating traditional, authentic dishes all being served in a modern, hip atmosphere. Guests will have the opportunity to enjoy handmade noodles and scratch ramen, fresh sushi and poke, Thai Drunken Noodles, Vietnamese Bo Luc Lac, Indian Butter Chicken, and General Tsoji Chicken to name a few dishes. We hope that you create and experience your own taste of the continent!",,,12/31/2050,Active,Silver,Restaurants->Pan Asian,Restaurants->Japanese->Ramen,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Tiger Bar,Tiger Bar Baton Rouge,,https://www.yelp.com/biz/tiger-bar-baton-rouge,1003 Bob Pettit Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,(225) 767-0987,Tiger Bar is a bar in Tigerland with pool tables and a dance floor.,"Located in Tigerland, Tiger Bar is one of the premier bars for private/greek functions. Although Tiger Bar's regular night business was cut in half two years ago due to a new alcohol ordinance banning drink specials, this bar still has relatively cheap drinks and good music. Tiger Bar boasts 5 pool tables and a large dance floor, both of which trumph other Tigerland bars. A great bar to have fun at without the inconvenience of having to push through endless crowds of people just to get a drink.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Edge Lounge at L'Auberge Baton Rouge,Edge Lounge at L'Auberge Baton Rouge Baton Rouge,lbr.guestexperience@pngaming.com,https://www.lbatonrouge.com/entertainment/edge/,777 L'Auberge Avenue,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,(225) 215-7777,"Socialize in style and experience live entertainment at this upscale social music lounge. Edge is the perfect setting to enjoy a late nightcap, chill with friends or unwind after a long day.",Edge is a social music lounge at L'Auberge Baton Rouge. It offers live entertainment and is a place to socialize.,,,12/31/2050,Active,Silver,Nightlife->Bars->Cocktail Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Walk-On's Sports Bistreaux - Towne Center Restaurant,Walk-On's Sports Bistreaux - Towne Center Restaurant Baton Rouge,,,7425 Corporate Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70809,,,(225) 448-3680,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Restaurants->Cajun/Creole,Restaurants->American,,,New Listing Template,,,,,,,,,,,,,,,,
El Paso Mexican Grill,El Paso Mexican Grill Denham Springs,laurestelconsulting@gmail.com?subject=Hi!%20I'd%20love%20to%20hear%20more%20about%20your%20digital%20marketing%20services!%20,https://elpasodenhamsprings.com/,6869 Magnolia Beach Rd,,United States,US,,,Louisiana,LA,Denham Springs,,,,70706,,,(225) 380-1528,,,,,12/31/2050,Active,Silver,Restaurants->Mexican,Nightlife->Bars,Restaurants->Tex-Mex,,,New Listing Template,,,,,,,,,,,,,,,,
Junction 44,Junction 44 Gonzales,,http://yellowpages.com/gonzales-la/mip/junction-44-8179266,1429 N Burnside Ave,,United States,US,,,Louisiana,LA,Gonzales,,,,70737,,,(225) 647-5586,"Junction 44 is a CLOSED cocktail lounge and tavern in Gonzales, LA.","Junction 44 is a cocktail lounge and tavern located in Gonzales, LA. This business is marked as CLOSED. The listing provides address, phone number, website, and a map. It also has categories like Cocktail Lounges and Taverns.",,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Tara Club Office,Tara Club Office Baton Rouge,,https://taraclub.org/,1695 Tara Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 925-5552,,,,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Twin Peaks,Twin Peaks Baton Rouge,,https://twinpeaksrestaurant.com/locations/baton-rouge/,6990 Siegen Ln,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70809,,,(225) 293-1955,"Sports bar and restaurant offering scratch-made food, a wide variety of draft beers, and a focus on sports viewing.","Twin Peaks is a sports bar and restaurant offering scratch-made food, a wide variety of draft beers, and a focus on sports viewing. They offer both dine-in and online ordering options.",,,12/31/2050,Active,Silver,Restaurants->American,Nightlife->Bars->Sports Bars,Restaurants->New American,,,New Listing Template,,,,,,,,,,,,,,,,
Daiquiri Daze,Daiquiri Daze Denham Springs,,,25765 La Hwy 16,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 243-6069,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Cocktail Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Pedro's Tacos And Tequila,Pedro's Tacos And Tequila Baton Rouge,,https://www.pedros-baton-rouge.com/,7655 Andrea Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70809,,,(225) 831-3210,"Pedro's Tacos & Tequila Bar is a Mexican restaurant in Baton Rouge, LA, offering handcrafted cocktails and live music.","Pedro's Tacos & Tequila Bar is a Mexican restaurant located in Baton Rouge, LA. It offers handcrafted cocktails, live music on select nights, 2-for-1 margarita deals, and game nights.",,,12/31/2050,Active,Silver,Restaurants->Mexican,Nightlife->Bars,Restaurants->Seafood,,,New Listing Template,,,,,,,,,,,,,,,,
DraftKings Sportsbook,DraftKings Sportsbook Baton Rouge,,https://thequeenbr.com/sportsbook/,1717 River Park Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 709-7777,"The DraftKings Sportsbook showcases a new gaming destination with contemporary design, a full bar and the latest sports wagering technology.","The DraftKings Sportsbook showcases a new gaming destination with contemporary design, a full bar and the latest sports wagering technology. Players have the opportunity to place wagers on a variety of betting markets across professional and collegiate sports.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Arts & Entertainment->Casinos,,,,New Listing Template,,,,,,,,,,,,,,,,
Culture Sports Bar,Culture Sports Bar Baton Rouge,culturesportsbar@gmail.com,http://www.culturesportsbar.com/contact.html,4612 Bennington Ave,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,,"The atmosphere is very intimate, where you can only be 21 or older to enter. On some nights, they have live bands perform.","Culture Sports Bar is a popular establishment in Baton Rouge, LA that offers a unique blend of sports entertainment and social atmosphere.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Restaurants->American,,,,New Listing Template,,,,,,,,,,,,,,,,
Herson's Private Club,Herson's Private Club Baton Rouge,,,3457 North St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 387-6633,,,,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
The Bullfish Bistro,The Bullfish Bistro Baton Rouge,thebullfishkitchen@gmail.com,https://thebullfishbar.com/,14241 Airline Hwy,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70817,,,(225) 478-1690,"Caribbean Steak & Seafood restaurant in Baton Rouge, LA.","Bullfish Bistro offers a taste of the Caribbean with Southern soul, blending island flavors with Louisiana soul. They offer a laid-back atmosphere, tropical cocktails, and dishes made with fresh ingredients. They cater to various events and offer vegan options.",,,12/31/2050,Active,Silver,Restaurants->Caribbean,Restaurants->Southern,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
End Zone Sports Bar And Grill,End Zone Sports Bar And Grill Baton Rouge,,https://www.facebook.com/pages/The-End-Zone-Sports-Bar-and-Grill/111553502216050,4710 O'Neal Ln,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70817,,,(225) 752-7477,"The End Zone Sports Bar and Grill is a bar and restaurant located at 4710 O'Neal Ln, Baton Rouge, LA 70817. It has 59 likes and 59 followers. The page was created on April 24, 2010.","The End Zone Sports Bar and Grill is a bar and restaurant located at 4710 O'Neal Ln Baton Rouge, LA 70817. It has 59 likes, 59 followers, and 132 check-ins. The page was created on April 24, 2010. The page has a post from August 4, 2022, where Misty Breaux Phillips is with Krystal Parker and Bloka Mitchell at The End Zone Sports Bar and Grill.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
5 starr daiquiri and sports bar,5 starr daiquiri and sports bar Baton Rouge,THEWINGBAR.BR@GMAIL.COM,https://www.brwingbar.com,9842 Florida Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70815,,,(225) 362-8274,Daiquiris & Premium Cocktails,"B.R. WingBar offers a variety of food and drinks, including chicken, waffles, sides, and daiquiris. They offer catering services and host events like Happy Hour and Wednesday at Wingbar. They are also the ""HOME OF THE WAFFLES ON A STICK""",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Culture,Culture Baton Rouge,,https://www.google.com/search?q=Culture+450+Oklahoma+St.&sca_esv=243c4f3f542700e7&udm=14&ei=e6X2Z_OFHP64kPIPjYvmcA,450 Oklahoma St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 371-0837,,,,,12/31/2050,Active,Silver,Nightlife->Dance Clubs,Nightlife->Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Bonta del Forno Ristorante,Bonta del Forno Ristorante Denham Springs,info@bontadelforno.com,https://bontadelforno.com/,2660 Sac Au Lait Blvd,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 408-5393,,An Italian Kitchen and Wine Bar offering an innovative flare on traditional Italian recipes and boasts one of the largest wine cellars with a private dining room. Come taste the goodness and enjoy an authentic Italian dining experience.,,,12/31/2050,Active,Silver,Nightlife->Bars->Wine Bars,Restaurants->Italian,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
mid city makers,mid city makers Baton Rouge,hello@midcitymakers.market,https://www.midcitymakersmarket.com/,541 S Eugene St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 800-3068,"See, taste, smell & hear the best of what the area has to offer in one stop.","MidCity Makers Market is a market located at 2558 Government St, Baton Rouge, LA, 70806, offering a variety of local products and experiences.",,,12/31/2050,Active,Silver,Food->Food Trucks,Shopping,Arts & Entertainment->Music Venues,,,New Listing Template,,,,,,,,,,,,,,,,
45 Smoke Shop,45 Smoke Shop Prairieville,,https://www.yelp.com/biz/45-smoke-shop-prairieville,40051 LA-42,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 363-6039,,,,,12/31/2050,Active,Silver,Shopping->Vape Shops,Nightlife->Bars->Wine Bars,Nightlife->Bars->Cigar Bars,,,New Listing Template,,,,,,,,,,,,,,,,
The Smokey Pit,The Smokey Pit Baton Rouge,,https://thesmokeypit.com/,1916 Dallas Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 923-3998,BBQ restaurant.,"The Smokey Pit is a Smoke House, Eatery, and Jazz Lounge located in Baton Rouge, LA. The website provides information on their menu, reservations, catering, and online ordering. It also includes business hours, location, and links to explore the menu, order online, join the Bull's Den rewards program, view weekly updates, and apply for a job. There is also a link to their social media.",,,12/31/2050,Active,Silver,Restaurants->Barbeque,Nightlife->Bars->Cocktail Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
